名字,性别,时间,评论,点赞数,回复数
脂煮虾,男,2020-06-04 22:12:35,希望你找到真爱！中国的仙女不要坠入凡尘！,0,0
奉宣,保密,2020-06-04 22:09:13,龙虾棒棒滴，今晚刚吃过。,0,0
梦里风铃,保密,2020-06-04 22:07:41,看不下去了，太有食欲了!!!可我还是把这看完了[酸了],0,0
荆棘之类,保密,2020-06-04 22:05:44,三连了再看,0,0
火锅汤打包带走,保密,2020-06-04 22:05:26,"我发这段文字也不是为了什么，只是从过去的一年多中收获了很多，这些都是我的看法，勿喷！
曾记得，去年这个时候一个偶然的机会，我在B站刷视频与子柒姐擦肩，就是这一次，擦出了熊熊烈火，愈发不可收拾，竟成为了子柒姐忠诚的粉丝。我知道每个人心中都有一座孤岛。慢慢长夜，面对孤寂和落寞，更与何人说？子柒姐的视频便给了我这个机会！或在弹幕上挥斥方遒。或在畅游题海后我愿意做子柒忠心的聆听者心灵治疗着自己，或休闲，或一切，或一切的一切……
我觉得子柒姐的视频不单单是视频，它是我考后放松的灵丹妙药，他更是我们每个人心灵的栖息地，我坚信她和它将会越来越好！！加油柒姐！！！

      赠子柒
田间少女名子柒，
厨艺高超无人比。
做得满桌佳肴宴，
妙不可言只觉鲜。
一颗豌豆映初心，
一亩小麦诣真情。
子柒子柒岁岁期，
愿你炊烟日日起。

在课余时间我会光顾您的视频，愿你吃多不胖，永远是仙女！！（胖了也是仙女）哈哈哈哈
                                                                                  一名14岁粉丝的来信",10,0
以花封緘,保密,2020-06-04 22:04:03,生物老师讲课植物嫁接还提了一嘴。所以我来了！！（）,0,0
孤孤单单杜阿格斯,女,2020-06-04 22:02:34,[热词系列_神仙UP]我[热词系列_爱了爱了][OK],0,0
木瓜炒酸奶,保密,2020-06-04 22:02:13,这期的bgm有点吵...,0,0
威卡哔啵,保密,2020-06-04 22:00:47,昨天只有一个币了，特意等到今天够两个币了来投币。,3,0
巴达卡布达,女,2020-06-04 21:59:51,我爱土豆,0,0
一天到晚爱做梦的鱼,保密,2020-06-04 21:59:20,把生活过程了诗,0,0
你能中獎我吃紙,保密,2020-06-04 21:55:13,吃不到就要泔水，这波我是没想到,0,0
树袋熊家的懒考拉,保密,2020-06-04 21:54:11,馋哭了,0,0
爱摸鱼的徐才彬,女,2020-06-04 21:52:01,[无语],1,0
L0neLYF,男,2020-06-04 21:51:38,"土豆好啊，实实在在，给了多少人在饥荒时心里的踏实，给了多少人团聚时的温暖，
小时候爹娘烤土豆，扒出来香香的，给奶奶吃，
老一辈的人都怕孩子挨饿受冻，
出门恨不得把一年的粮食都给你包上，
新中国让每家每户都能吃上饭，
土豆也是大功臣，
我个人喜欢黄瓜，好吃",6,0
煦沁霖,女,2020-06-04 21:48:47,天啦，我太爱土豆了！！！！,2,0
呱-唧叽,保密,2020-06-04 21:48:37,这也太硬核了，直接从种土豆开始,0,0
云养滚滚,保密,2020-06-04 21:47:48,只是短短的十几分钟要拍好久，做一顿饭得花好长时间,0,0
哲沐大鸽子ww,保密,2020-06-04 21:46:43,@育碧中国Ubisoft,0,0
177cb0,女,2020-06-04 21:45:55,15年微博追更李子柒，同学觉得一点都不潮，2020年，姐姐火了，我们也工作了，真的感受到了，不管是对自己喜欢的人，还是对自己，都要保持坚定和自信,0,0
黑白开帐,保密,2020-06-04 21:44:25,眼泪不争气地从嘴角流出来,0,0
花花送给大可爱,保密,2020-06-04 21:41:21,来了[doge][热词系列_三连] 土豆我的最爱[大笑][大笑],0,0
芭嘎雅璐,保密,2020-06-04 21:40:05,侧面真美[喜欢],0,0
柚子味芽衣,保密,2020-06-04 21:39:26,真好ヾ ^_^♪,1,0
胡彦斌-,保密,2020-06-04 21:39:03,摄影师真幸福,0,0
ithadtobeyou,保密,2020-06-04 21:36:43,生活如诗，而我过成了凑合活着[小电视_发愁],0,0
夜盗姑苏蓝二私藏的两坛天子笑,保密,2020-06-04 21:36:26,我想知道那个出镜率很高的像朵花一样的植物是什么,0,0
AmazingBian,保密,2020-06-04 21:35:33,打工还包饭，真好,0,0
holakid,保密,2020-06-04 21:35:25,虽然我老汉儿是个不负责的人，但是他走了八年了，还是想他,0,0
救人震慑苏七七,保密,2020-06-04 21:35:13,正在吃土豆，就直接切片炒来吃的，很好吃,0,0
可能風,男,2020-06-04 21:34:39,我居然从头看完了。眼泪不争气的从嘴角流下来,0,0
-可乐味男孩-,保密,2020-06-04 21:34:02,在下吃了一辈子🥔 没吃腻过 最长连续吃了一个月 感觉上了瘾一样[笑哭],0,0
鸣笑九,保密,2020-06-04 21:33:50,土豆真的是最爱吃的东西了，咋搞都好吃,0,0
愿你也无忧,男,2020-06-04 21:32:50,我好喜欢呀。完了。,0,0
淸木浅,男,2020-06-04 21:32:14,本来是来看土豆的，看着看着看up去了。这太仙了吧 i了i了,0,0
bili_57323355348,保密,2020-06-04 21:31:50,这尼玛华农比起来简直了。。。,0,0
White窃诸王波李元金葛,保密,2020-06-04 21:30:26,B站怎么也有，难顶……,0,0
陈普通run,保密,2020-06-04 21:30:17,我哭了。不是因为他人有车有房 而是因为我出自农村却从来没有这样的生活。或许是视频中的意境太过美好！,0,0
陈普通run,保密,2020-06-04 21:27:40,拍的好。配乐也好,0,0
石头-_-会痛吗,保密,2020-06-04 21:25:56,她骗我，标题写的是土豆的一生，简单的食材，往往需要高端的配菜！[喜极而泣][喜极而泣][喜极而泣],0,0
十口玉涵,女,2020-06-04 21:25:30,炸洋芋永远吃不厌,0,0
碳酸钠蒸蛋,保密,2020-06-04 21:22:44,啊啊啊啊啊我来了,0,0
晓晓晓晓晓晓晓晓亚,保密,2020-06-04 21:21:23,真神仙姐姐[爱心],0,0
软绵绵丶,保密,2020-06-04 21:21:14,我可能也就边看边感叹了一百多遍这是仙女吗！！！ 土豆粉真的看着太好吃了 好想吃啊,0,0
该次个合唱团,保密,2020-06-04 21:16:26,第一次看子柒姐姐视频，直接路转粉[鼓掌][热词系列_AWSL],0,0
wwh1994,保密,2020-06-04 21:15:10,我饿了[热词系列_知识增加],1,0
拒绝热巴第六次,男,2020-06-04 21:14:00,娶妻当如李子柒,1,0
爱吃番茄の西红柿,男,2020-06-04 21:13:46,我在语文试卷上遇到姐姐了[视频卫星],0,0
bili_106827454,保密,2020-06-04 21:12:59,真的不是杠，我就不喜欢吃土豆。除了土豆丝和土豆片[doge],0,0
OuYaGuang,保密,2020-06-04 21:12:49,土豆是真的好吃，怎么做都好吃，但是虽然是素材但是土豆真的超级长胖的。。。,1,0
香蕉皮筏,保密,2020-06-04 21:10:02,今天语文作业中就有关于李子柒的哈哈哈[吃瓜],1,0
偌默m,男,2020-06-04 21:08:46,看饿了看饿了,1,0
别来打扰我修仙,男,2020-06-04 21:05:34,紫色的也是土豆？没见过啊，紫薯我倒是见过,0,0
低眉善目,男,2020-06-04 21:03:40,那个紫色的土豆味道有什么不一样吗？没吃过的表示很好奇,1,0
caijie123456,保密,2020-06-04 21:02:20,不易挖烂,0,0
caijie123456,保密,2020-06-04 21:02:10,挖洋芋是用耙头挖喔,0,0
bili_87165978685,保密,2020-06-04 21:01:38,超爱土豆,0,0
caijie123456,保密,2020-06-04 21:00:50,洋芋,0,0
空瞳ovo,保密,2020-06-04 20:59:33,我也挺喜欢吃土豆 土豆泥薯条酸辣土豆丝都喜欢吃,0,0
璃小蛮,保密,2020-06-04 20:58:41,手是怎么受伤了？,0,0
小家砖头,保密,2020-06-04 20:58:22,土豆鸡蛋汤你们试过没，超好喝，土豆切薄片炒，加水煮开，打入鸡蛋，撒葱花,1,0
36310721673_bili,保密,2020-06-04 20:56:46,这种紫黑紫黑的土豆是什么品种哦[疑惑],0,0
别看了404,保密,2020-06-04 20:56:19,姐姐还缺助理吗,0,0
36310721673_bili,保密,2020-06-04 20:54:30,想念土豆丝[大哭],0,0
刽狼,男,2020-06-04 20:53:35,开场切土豆怎么感觉up有点像2018年《娘道》里的瑛娘。。,0,0
多谢冷落m,女,2020-06-04 20:52:17,每次看视频，都想婆婆身体一直棒棒哒，可以一直陪着仙女姐姐,0,0
real-ppppppsf,保密,2020-06-04 20:50:56,我想做你家隔壁邻居[微笑],0,0
那麽大西瓜,保密,2020-06-04 20:50:45,"听到一声:婆！婆！，吃饭了哟～
就莫名心暖",0,0
疯火-戏-猪猴,保密,2020-06-04 20:49:40,在油管看完，感觉少了点什么，哦，原来是弹幕，就喜欢看朋友们没见过世面的样子[妙啊],0,0
yeah-NA,男,2020-06-04 20:49:34,你说把她娶回家多好[星星眼],1,0
爱的化身sunny,保密,2020-06-04 20:46:53,这拍的也太美了！,1,0
尔七原,女,2020-06-04 20:46:52,不同颜色的土豆放在一起也十分美味，不同颜色的人咋就事那么多呢,0,0
币你妹啊,男,2020-06-04 20:44:52,农村生活美好的十分钟都在视屏里了，剩下的23小时50分钟都是无聊和麻烦，自己体会,1,0
bili_43903421680,保密,2020-06-04 20:44:39,看着好好吃的样子，子柒大姐姐，你今天被我写进作文了哦！！！,1,0
As兴鲜食谱菜菜菜,男,2020-06-04 20:41:09,有个问题想问下大家  我是新人  我也喜欢做美食  拍了些视频没啥人看   今天我遇到个问题  我去菜市场买菜拍到别人了 然后上传了视频  这样算不算侵犯肖像权。 懂的帮我看看谢谢啦  以后我好明确自己的行为  拍视频我还是不太懂,1,4
梦落9420,保密,2020-06-04 20:38:12,爱你❤加油呀,0,0
沈久,女,2020-06-04 20:35:07,如果你可以去向往的生活就好了[酸了],0,0
北冥有鱼丸粗面,女,2020-06-04 20:34:28,佩服的同时，也在想这姐姐吃了多少苦才能有今天的她,0,0
拉布拉多多子,女,2020-06-04 20:33:39,我拥有14:50婆婆同款渔夫帽,0,0
林江舸,保密,2020-06-04 20:33:34,后浪的归隐生活[酸了],1,0
狂奔帝蜗牛,男,2020-06-04 20:31:25,仙女啊啊啊啊,0,0
贾黍黍,男,2020-06-04 20:30:43,这个视频进入油管北美热搜榜前十，佩服姐姐有如此大的影响力。,3,0
唯你懂我心0207,女,2020-06-04 20:26:04,最爱蔬菜就是土豆没有之一，必须三连呀,0,0
深蓝色的海i,男,2020-06-04 20:22:07,这是我老后理想的农村生活,0,0
Nicole栀,女,2020-06-04 20:19:05,想起小时候看过的一群小孩子的电影好像是土豆会说话,0,0
Ly温,保密,2020-06-04 20:17:41,[大哭]我种的土豆被我爸无情挖掉了,0,0
亲亲鲵,男,2020-06-04 20:16:53,每次看完柒姐的视频，内心就会平静了很多,0,0
乐水17粒,保密,2020-06-04 20:16:43,我爱豆终于上线了！,0,0
深浅未易_,保密,2020-06-04 20:15:51,太美好了叭！,0,0
乖豆包sweet,保密,2020-06-04 20:14:36,看到土豆粉和龙虾饺默默放下了手里的泡面,0,0
CrystalCXY1996,保密,2020-06-04 20:14:04,想问一下，视频里面那个像宝莲灯一样的植物到底是什么呀，百度居然告诉我是菠萝[tv_调侃][tv_调侃],0,0
金牌制作,男,2020-06-04 20:13:14,看菜名，是不是南方人喜欢用烧字啊，土豆烧排骨，烧饭，我们这里都是做饭，土豆炖排骨,0,0
转载只点赞不投币,男,2020-06-04 20:12:44,[热词系列_爱了爱了],0,0
是我家鸽也是我嘉哥,保密,2020-06-04 20:12:02,BGM是每周四我们学校练字的音乐哈哈哈哈哈,1,0
一生的雷姆,男,2020-06-04 20:11:54,那个泡茶的杯子好漂亮啊，跟冰块一样，夏天光看着都能带来一丝凉意,0,1
雪之雪之下,男,2020-06-04 20:11:49,"姐姐
请问一下 您为什么在国外大火
您传承了那几样中华文化基
因?",2,2
风一样的竹子,保密,2020-06-04 20:10:07,土豆爱了,0,0
十月妖雪,女,2020-06-04 20:08:10,我家狗狗，就叫土豆，可想而知我对土豆有多么的执着,1,0
失眠鲸鱼鱼鱼鱼,男,2020-06-04 20:06:48,成都考试考到了liziqi.... 啊这,2,0
Dylan也好,保密,2020-06-04 20:06:03,"手指受伤了，记得消毒，涂药。
饺子像仙女的裙摆[胜利]",1,0
我馋你身子对不起,保密,2020-06-04 20:04:41,每次更新都能让我欣赏一次微电影，开心[呲牙],1,0
一只咕噜z,女,2020-06-04 20:01:28,是我最爱的土豆啊[星星眼][星星眼],0,0
玖陆_,保密,2020-06-04 19:58:27,看李子柒的视频真是一种享受...[干杯],0,0
乃行卜,保密,2020-06-04 19:58:01,为什么那么多弹幕在求她上向往的生活，是觉得子柒缺钱还是咋。。这样仙境一样平静美好的生活不好吗，非要上个综艺娱乐啊，觉得让子柒去那些是非之地很好？除了央视，哪儿都别去，半脚踏进娱乐圈就完了,6,0
沃叶桑,保密,2020-06-04 19:54:50,视频最后一下碰杯的感觉就好像是我在饭桌上跟你一起吃一样,0,0
困死小霖吖,保密,2020-06-04 19:53:01,我怎么直接搜名字搜不到了，不会吧不会吧,1,2
公孙曦,男,2020-06-04 19:50:09,这刀得天天磨吧,0,0
雨吁_1982,男,2020-06-04 19:49:00,"鹊桥仙·子柒
霞分天幕，月澄花翳，洒落青光一路。轻提玉履步山阶，花浓处、香闺小墅。
一年又是，芳菲时候，姹紫嫣红满处。欢颜采我院中蔬，酌清酒、渐醺渐诉。",11,0
Lemmino,男,2020-06-04 19:49:00,太治愈啦,0,0
周空隐空隐空隐,男,2020-06-04 19:46:51,就是谜一般的觉得很感动 不知道为什么,2,0
温暖的暎,女,2020-06-04 19:46:51,姐姐还缺助理吗[tv_微笑],0,0
甜茶小汤圆,保密,2020-06-04 19:46:04,仙女儿，最爱吃土豆了,0,0
魔神陛下,保密,2020-06-04 19:44:22,有没有人科普下那个茶杯？想冰一样有点种草了,1,0
只活一天李嗨灿,保密,2020-06-04 19:44:07,送桃子那段，说投桃报李的，太符合了,2,0
北倾尘,保密,2020-06-04 19:43:18,我来求一下杯子,0,0
tracyangelic,保密,2020-06-04 19:43:01,子柒如果能开同名餐厅就好了 所有视频里的菜都想尝尝[星星眼],0,0
狮心无力,男,2020-06-04 19:41:04,甘肃定西，土豆之乡，有这全中国最好的土豆，也是中国最大的土豆产地......我吃着土豆长大，我很怀念它,1,0
饮马人,男,2020-06-04 19:38:39,小心华农,1,0
GentlemanOb,保密,2020-06-04 19:35:09,你究竟是是什么神仙呀,0,0
哆啦A梦丶幻想,保密,2020-06-04 19:34:54,冬天拍的，夏天发出来,0,0
敢去做,保密,2020-06-04 19:34:27,李子柒才是向往的生活,1,0
唔系一个粉刷酱,保密,2020-06-04 19:33:47,我爱土豆,0,0
bili_55437236887,保密,2020-06-04 19:32:28,刚看完，我居然感到了淡淡的悲伤,0,0
唔坏蛋,保密,2020-06-04 19:31:07,小资农村唉，不是真的农村,1,1
不野新叶,保密,2020-06-04 19:30:50,好治愈,0,0
護邪灵,保密,2020-06-04 19:30:22,青了蛮多就不能吃了吧，我妈妈坚持削掉青的部分就可以吃，劝都不听,1,0
三三要努力学习,保密,2020-06-04 19:27:14,我宇宙无敌巨喜欢吃土豆！！,0,0
落H日,保密,2020-06-04 19:24:11,此生求而不得的女人,0,0
fighting天天向上,保密,2020-06-04 19:23:31,哇，想不到昨天就更新了，又来看一遍,0,0
打电话给你俩,保密,2020-06-04 19:19:17,子柒视频做得真好！,0,0
灬冥王哈迪斯灬,男,2020-06-04 19:18:46,灭霸的头又被切了[大哭][大哭][大哭],1,0
李晨曦瓜,保密,2020-06-04 19:18:27,很喜欢这一期，风格真的没有人可以模仿,0,0
纯青火,保密,2020-06-04 19:15:54,酸辣土豆丝，永远的神,1,0
FJane,女,2020-06-04 19:14:16,照顾好身体，希望你跟婆婆都好[爱心],0,0
准时不早退的观辰,保密,2020-06-04 19:12:36,好漂亮,0,0
白泠魉,女,2020-06-04 19:10:28,土豆泥呢[doge],0,0
野蛮的地瓜,保密,2020-06-04 19:09:25,仙女在人间,0,0
来自台湾的萌少女,女,2020-06-04 19:07:42,"是谁的肚子在咕咕叫？
是我！",0,0
Roy很帅,保密,2020-06-04 19:07:20,昨天微博上看到了但是我没有点开 总感觉姐姐的视频应该在b站看[大哭],0,0
边哭着边做着,男,2020-06-04 19:06:57,李子柒姐姐，你上我们语文考试了[打call],0,0
粑粑兔吖,女,2020-06-04 19:06:36,自动不看木蛋 天下太平,0,0
松-rohana,女,2020-06-04 19:05:57,"看泪目了…姐姐真的很棒很优秀，希望奶奶和姐姐身体健康平平安安～
土豆赛高！！！！",0,0
摸摸大大哒哒,保密,2020-06-04 19:04:50,最后一杯茶明显是给爸爸的，弹幕里刷谢谢我的…啥子意思哦[疑惑][疑惑],1,0
GarronSmith,男,2020-06-04 19:04:06,这期视频上油管北美区排行第十了！,2,0
官方党,保密,2020-06-04 19:03:15,啊啊啊啊，我受不了这种慢节奏的，但是他做的看上去实在是太好吃了。。。,1,3
mosedaaa_v,保密,2020-06-04 19:02:05,5555这期好感动,0,0
青山戴雨笠,保密,2020-06-04 19:00:41,土豆淀粉怎么做出来的，我一直看着但是忘了前面哪一步是做的这个[喜极而泣],0,0
不是很爱学习的旭同学,保密,2020-06-04 19:00:39,作文得了44，谢谢子柒姐姐[呲牙],0,0
不是小玩意,保密,2020-06-04 18:57:05,这种自由的生活看似安逸，背后的苦只有她自己知道，我很赞扬你用这种平静的手法表达了自己的生活同时又传播了中国的传统文化和当地的地域特色，加油💪,0,0
冰凝橙夏5320,保密,2020-06-04 18:56:27,刚好吃着土豆泥沙拉看视频,0,0
言雪yidaji,保密,2020-06-04 18:56:20,求求您，土豆粉和茶上架吧qaq,0,0
请叫我蒙面侠,保密,2020-06-04 18:52:55,微博看完再来一遍[胜利][胜利][胜利],0,0
砰地一声q,女,2020-06-04 18:51:48,谢谢姐姐！第一次看到你的视频，恰好今天心情不好，可看到你忙碌的身影心情就变好了(●°u°●) 」,0,0
