名字,性别,时间,评论,点赞数,回复数
方向和明月,女,2020-06-03 21:30:06,姐姐手指受伤了，心疼。,74,8
luluooi,男,2020-06-03 21:30:04,占座,1,0
待春暖花开时,保密,2020-06-03 21:30:03,终于前一千。,1,0
大姐姐家的小奶狼嗷,保密,2020-06-03 21:30:02,承包阿柒啊[doge],1,0
春日野うらら,保密,2020-06-03 21:30:02,来了来了,0,0
霜似锦-,女,2020-06-03 21:30:01,头一回这么早[tv_流泪],0,0
金gugu,保密,2020-06-03 21:30:00,来了来了,0,0
Purple记忆,保密,2020-06-03 21:29:56,四分钟就这么多评论，都不看视频的啊。,0,0
玩物丧志哦,保密,2020-06-03 21:29:56,前排！！！,1,0
烟云浩渺雨泠澪,保密,2020-06-03 21:29:54,小时候在家里花盆种过土豆，从春长到秋，以为可以收获了扒开土一看，好好一经济作物被我养成观赏植物，紫白紫白的花还挺好看[嫌弃],1,0
混生233,保密,2020-06-03 21:29:54,跑到前面的都是洋芋蛋的集合,0,0
阿布雷农肖,女,2020-06-03 21:29:53,"热乎的
[喜欢]",0,0
渴望中奖的小王,男,2020-06-03 21:29:50,前排。。。应该吧[tv_委屈],0,0
来自大洋彼岸的黄和尚,男,2020-06-03 21:29:50,她来了，她来了，她提着菜篮子走来了。什么都会系列之，土豆泥……,0,0
落谎而逃,男,2020-06-03 21:29:47,黑的是坏掉了吗？,0,0
年华已旧,保密,2020-06-03 21:29:46,现在没开学，家人要上班，饭菜要自己整，如果能够隔着屏幕得到她1%的功力也不至于自己炒的菜自己都吃不下[tv_难过],0,0
你看你头发掉了,男,2020-06-03 21:29:44,双倍碳水双倍快乐,1,0
白菜炖粉条a,保密,2020-06-03 21:29:41,"黑土豆，薯形呈长椭圆形，芽眼较小。果皮呈黑紫色，乌黑发亮，富有光泽。果肉为深紫色，外观好看，颜色诱惑力强。果肉淀粉含量高达13-15%，口感较好，品质极佳。

黑土豆不是转基因食品，也不是什么航天育种， 黑土豆原产地在南美洲的秘鲁，那里有三千多个马铃薯品种，什么颜色的都有，黑土豆的资源就产自那里，其实在马铃薯传入中国的时候就有这个品种，但是由于产量低等原因，一直没有被人重视，就和番茄一样，由于颜色的问题，一直没有人敢食用。后来中国的农业学家看到这个品种，在此方面做了研究，通过国家级试验室检测，发现黑金刚土豆富含原花青素，达到了每千克含量 1700毫克、并且还有人体所需要的各种维生素和矿物质，通过检测同时发现黑土豆富含长寿元素硒。
—摘自百科",0,0
淮上凌衫,保密,2020-06-03 21:29:39,"哇
[热词系列_爱了爱了]
土豆真的很好吃，花样很多哒",1,0
胡萝卜耳坠,女,2020-06-03 21:29:39,patatoes！！！！,1,0
ch0722,保密,2020-06-03 21:29:37,原来土豆苗长这样，小仙女家真的是啥都有啊,0,0
向往开学的秋天,保密,2020-06-03 21:29:37,太爱土豆了,0,0
娅姹酱,保密,2020-06-03 21:29:34,"黑土豆（黑马铃薯）是集营养、保健、观赏于一体的彩色土豆品种。该品种矮生、早熟，薯体形状与普通土豆无异，但内外均呈黑紫色，其黑色素含量之高是一般黑色食品无法相比的。 【1】 
黑色素富含抗癌物质花青素，这使黑土豆成为抗癌的先锋食品，并具有防治心脑血管疾病、抗衰老、养颜美容和提高人体免疫力的保健功能。 【1】",2840,88
云亦yun,女,2020-06-03 21:29:34,[微笑][微笑]（￣▽￣）（￣▽￣）,0,0
umeth,男,2020-06-03 21:29:33,[热词系列_爱了爱了],0,0
消炎兄弟,保密,2020-06-03 21:29:33,服务器的一生。,0,0
花了6个硬币-摔-,保密,2020-06-03 21:29:32,神仙姐姐呜呜呜[热词系列_爱了爱了],1,0
双曲线与抛物线,男,2020-06-03 21:29:32,向往自给自足的田园牧歌,1,0
努力的黄火,保密,2020-06-03 21:29:29,嗯[doge],1,0
七年老鸡汤,保密,2020-06-03 21:29:28,子柒今天写作业又碰见你了哈哈哈哈哈[热词系列_你可真星],1,0
鸽子阿某人,女,2020-06-03 21:29:27,真的是，不要老看我老婆呀[doge]一个个的整天蹲点[doge],1,0
李子柒,女,2020-06-03 21:29:26,"最近每天好像都在忙，
东忙西忙很琐碎
本来这个月有新品草本茶
但我没时间拍，
就直接植入到这个内容视频里来了
土豆其实都挖了小半月
前几天才有空拍出来

试问有谁不爱土豆呢?
没！有！人！
土豆不管怎么做都吃不腻好不
反正我是资深土豆星人一枚

我们这的土豆一般是秋播，
我这季土豆是11月初立冬前几天种的
把发芽的土豆
按芽口的分布大卸几块
切面裹上干净的草木灰埋进起好的沟里
要是经常下雨的天都不用灌水自己就能出芽

秋播的土豆长的很慢
天气凉嘛
基本上也要等到来年1月底才能破土
随着天气回温慢慢生长速度变快
差不多到到立夏前后叶子就开始变黄
再晚一点黄掉的叶子慢慢就化掉了
这时候就必须得挖出来避光保存了

刚好也是茉莉花开大发的时候
就是我家种的不多，就两丛
每天摘一点花蕾子晒着，
积少成多倒也够自己喝！

挖出的土豆大大小小都有，得分类
小小的，挖坏的，完好的
完好的当然得保存起来，
记得避光，不然会变绿发芽
千万注意变绿的土豆就吃不得了，有毒素！

特别小个的用来做了盐焗土豆，
其实就是我们农村小时候经常吃的
带着回忆的一个食物
其实还有更好吃的干锅小土豆 香煎小土豆等
但当时我第一反应还是想吃这个
小时候家里老人家给我做过
盐倒锅里炒热后小土豆倒进去用碳火慢慢烘
一点点盐分随着热气渗入土豆
烤熟的小土豆清香软糯
倒也是独有的味道

还有不小心挖烂的土豆
或者被虫啃了一小块的土豆
全部捡出来乱刀砍成细细的土豆丝
越细越好，这样方便洗出淀粉
刀工尴尬的直接用挂丝刀啊
或者直接擦成泥 出样出粉更多
我切成丝是因为土豆丝还可以煎土豆丝饼
不浪费
要做很多土豆淀粉的话就得直接打成泥了

土豆丝洗干净淀粉加喜欢的调味料
鸡蛋 面粉啥的和匀煎成小饼
金黄金黄的也太好吃啦

因为煎的比较多
就给邻居和亲戚家送了些去
亲戚家的奶奶啊
明明自家新洋楼也不远
就愿呆老房子
老人家是真的蛮念旧的。
刚好从她家顺了点果子带给我奶奶
这几天在打田插秧，
伯伯还从冬水田里逮了好多小龙虾
回家随便做了个香辣小龙虾

洗土豆丝的水里满满都是淀粉
沉淀俩小时后就能倒出来沥干
话说土豆淀粉比红薯淀粉沉的快很多
每次基本一个小时上层液体就全清了",19864,479
结痂ZZz,保密,2020-06-03 21:29:26,有些人表面看起来是小仙女，背地里还是当家一把手[doge][doge],0,0
ps法力无边,保密,2020-06-03 21:29:24,这才几分钟[笑],0,0
厚蛋烧烧子丶,女,2020-06-03 21:29:22,来啦,0,0
银麟笙未休,保密,2020-06-03 21:29:21,每次吃饭都少不了土豆的报道。吃面食就无所谓,0,0
我的闺蜜疯了,女,2020-06-03 21:29:20,微博看完了，来B站,0,0
3级号丢了的小可怜,保密,2020-06-03 21:29:20,所以子柒种了两种土豆🥔吗,0,0
先生手中的折扇,保密,2020-06-03 21:29:20,来了来了,0,0
陶宝特卖,男,2020-06-03 21:29:20,洋芋[蛆音娘_滑稽],1,0
草莓小亨亨,女,2020-06-03 21:29:20,妈耶,0,0
玉箫吹遍烟花路,保密,2020-06-03 21:29:19,育——碧——倒——了——（哭腔）[doge],0,0
今天也要为哥哥们暖床,女,2020-06-03 21:29:19,[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加][热词系列_知识增加],0,0
ZoZman,保密,2020-06-03 21:29:17,我喜欢弹幕少的时候看👀[呲牙][呲牙][呲牙],1,0
起个名真难的名字都有人起过了,男,2020-06-03 21:29:16,好美呀,0,0
一只靖子,保密,2020-06-03 21:29:14,来啦,0,0
筱雨听竹,男,2020-06-03 21:29:13,她还是那么喜欢土豆,0,0
我超级无敌想吃火锅啊,女,2020-06-03 21:29:12,小龙虾🦐🦐🦐🦐,0,0
薇丶文,男,2020-06-03 21:29:12,尿瓢，我小时候也会玩，就是会被揍,0,0
是summer呦,保密,2020-06-03 21:29:11,看我刷到了什么[doge],0,0
想要巧巧的子律,女,2020-06-03 21:29:11,终于更新了！！！今天又和奶奶一起看了上一期，真的太喜欢啦！！,0,0
莫非是墨菲,女,2020-06-03 21:29:11,姐姐！我来啦！,0,0
杯子中没水,保密,2020-06-03 21:29:11,大家早(ﾟДﾟ)ﾉ,0,0
巫妖王前的小绵阳,保密,2020-06-03 21:29:10,真是，跟画里一样,0,0
WboboNanJ,女,2020-06-03 21:29:10,热评就在眼前 可我想不出话来,0,0
忙碌的总司令,女,2020-06-03 21:29:10,[热词系列_三连],1,0
亻土土鹅,保密,2020-06-03 21:29:08,来太早都没弹幕！,0,0
一行琉璃---,男,2020-06-03 21:29:06,[热词系列_知识增加],1,0
消炎兄弟,保密,2020-06-03 21:29:05,[蛆音娘_吃瓜群众],0,0
高赛文的小jacky_呀,保密,2020-06-03 21:29:03,hhh冲冲冲,0,0
木沐慕穆暮,保密,2020-06-03 21:29:02,虽迟但到的一生[热词系列_知识增加],1,0
開開心呗咕嘟,女,2020-06-03 21:29:02,我来了我来了我就是小土豆,1,0
啵琳略略略,女,2020-06-03 21:29:02,好早[doge],1,0
欸呦哥哥hi你好,保密,2020-06-03 21:29:01,我还没吃过紫色的土豆,0,0
一张机票,保密,2020-06-03 21:29:01,来得早，就陷入早点看完视频发评论与留着珍惜慢慢看的纠结中[热词系列_害],1,0
二妖四,男,2020-06-03 21:29:01,来得早不如来得巧~~,0,0
天使不会有眼泪,保密,2020-06-03 21:29:00,微博过来的[妙啊],0,0
逗呢小伙,保密,2020-06-03 21:29:00,早啊,0,0
duck不必的亚子,保密,2020-06-03 21:28:59,百度找骚话[doge],0,0
ch0722,保密,2020-06-03 21:28:58,终于更新了，开心开心,0,0
萨弥娜,保密,2020-06-03 21:28:58,微博子柒的热搜里全是营销号，刷半天愣是没看到正主的微博，就让人恶心。[热词系列_我太南了],0,0
努力的北宸,男,2020-06-03 21:28:57,[保佑],1,0
讲正义的王几233,保密,2020-06-03 21:28:57,终于等来B站,0,0
陳婧大天使,保密,2020-06-03 21:28:57,姐姐真的是用心做视频呀,0,0
阮慕卿,女,2020-06-03 21:28:54,前排！！,0,0
粥粥不是饭饭啊,保密,2020-06-03 21:28:51,老婆我来了！！！！！,1,0
Ego-go-,男,2020-06-03 21:28:51,[热词系列_吹爆],0,0
长岛无南风,保密,2020-06-03 21:28:51,[tv_斜眼笑][tv_斜眼笑][tv_斜眼笑][tv_斜眼笑]来咯来咯,0,0
倒计时结束,男,2020-06-03 21:28:48,来了来了,0,0
燕齐燕齐,保密,2020-06-03 21:28:47,我来啦[2233娘_卖萌],0,0
念念廿九,保密,2020-06-03 21:28:47,我爱土豆！,0,0
丁满和蓬蓬呀,保密,2020-06-03 21:28:47,难得来这么早[鼓掌][鼓掌][鼓掌],0,0
崧-高,男,2020-06-03 21:28:47,有一说一，我觉得在冬天烤火的时候埋一个土豆，烤熟了拿出来吃贼香,0,0
霸刀山庄柳静海,保密,2020-06-03 21:28:46,四分钟前发布，播放量居然破万了？？？,0,0
bili_13075223002,保密,2020-06-03 21:28:45,土豆！冲了,0,0
在阴天搁浅的风筝,女,2020-06-03 21:28:45,土豆排骨汤真的是我心目中的第一！永远的王者，面面的土豆拌着饭哇靠！太绝了[大哭],0,0
墨-斑,女,2020-06-03 21:28:43,嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷嗷姐姐我好爱,0,0
明日如诗Yuki,女,2020-06-03 21:28:42,我猜前排必有今天子柒姐姐又到作业上来了[doge],9,1
LXSXY,男,2020-06-03 21:28:42,1播放780评论b站特色[doge],0,0
削个叶子皮吖,保密,2020-06-03 21:28:41,好的好的，我懂了[热词系列_知识增加],0,0
噜咕咕噜噜hh,保密,2020-06-03 21:28:40,刚刚在微博看完就来了,0,0
雷鸣于天,保密,2020-06-03 21:28:40,[热词系列_吹爆],0,0
林仔丶哒哒,男,2020-06-03 21:28:39,众所周知，各位在B站都有房[doge],1,0
小牙的碗娃TNT,保密,2020-06-03 21:28:37,好前！,0,0
神游君2333,女,2020-06-03 21:28:36,热乎的！,0,0
鯨魚愛吃粥,保密,2020-06-03 21:28:35,前排？？!,1,0
himyself2016,保密,2020-06-03 21:28:34,哇！我来的最早的一次,0,0
孤寂wap,保密,2020-06-03 21:28:34,热乎[微笑],0,0
汐夜听,保密,2020-06-03 21:28:33,你好up，我看了你的视频发现非常的有意思，想要免费征用这个视频，以我的20个粉丝一定可以给你带来很高的收益和曝光率，希望你不要不识抬举[doge],1,0
这天气真好哇风又轻柔,保密,2020-06-03 21:28:33,土豆土豆最爱了！,0,0
噫就看看,男,2020-06-03 21:28:33,柒姐晚上好，我最爱土豆啦！,0,0
Horizoning,男,2020-06-03 21:28:33,神仙姐姐我来看你了[小电视_太太喜欢],0,0
乡叶哥哥,男,2020-06-03 21:28:33,我老公人善心美，手艺好！七爷，养我！！[喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢][喜欢],38,8
胡不归园将芜,男,2020-06-03 21:28:31,"土豆丝土豆炖牛腩土豆粉烤土豆土豆焖鸡土豆饼薯条土豆炖排骨土豆烧肉凉拌土豆麻辣小土豆
小时候土豆就是最好吃的菜，土豆丝我可以吃两碗饭，噎着了也还是不停地往嘴里塞白米饭和土豆丝，哪怕饭菜是凉的都呼哧呼哧地吃完了[OK]",613,21
_猫薄荷,男,2020-06-03 21:28:30,请给我这个5级号最后一点尊严，让我上个热评，实在是想不到什么骚话[热词系列_泪目],0,0
自在仙nico,女,2020-06-03 21:28:29,[热词系列_妙啊],0,0
孤寡老秋,男,2020-06-03 21:28:29,[热词系列_真香],0,0
噫吁嚱-TB君,男,2020-06-03 21:28:29,姐姐你好美！,1,0
京中书生,保密,2020-06-03 21:28:29,酸辣土豆丝必须有排面,1,0
田时,保密,2020-06-03 21:28:27,哟，我最爱的土豆,0,0
T-hammer,男,2020-06-03 21:28:26,要想学英语，李子柒的油管评论区是个好地方,0,0
大咸鱼寞夙,保密,2020-06-03 21:28:26,第一[doge][doge],0,0
p天使的堕落s,男,2020-06-03 21:28:24,前排！！,0,0
江南一梅萼,保密,2020-06-03 21:28:22,第一次前排！耶耶耶,1,0
零雪阁,女,2020-06-03 21:28:22,洋芋丝儿,0,0
幸福让人特别着迷,男,2020-06-03 21:28:21,为什么b站才更新呐，微博看都没弹幕[热词系列_泪目][热词系列_泪目][热词系列_泪目],4,0
萌萌哒小惜卿,保密,2020-06-03 21:28:21,四分钟一万[哦呼],0,0
CLI家的菜菜,保密,2020-06-03 21:28:19,来啦来啦，跟几百万人抢热评[跪了],0,0
花胖姬,女,2020-06-03 21:28:19,这是一个告诉我们土豆怎么来的？又怎么没的？的视频[滑稽],1,0
韩壞壞,保密,2020-06-03 21:28:18,[tv_doge][tv_doge][tv_doge][tv_doge],0,0
十元的老公_,保密,2020-06-03 21:28:18,土豆饼[微笑],0,0
想要当个可爱精,保密,2020-06-03 21:28:17,[热词系列_爱了爱了],0,0
银剑十三娘,男,2020-06-03 21:28:17,土豆好好吃啊，怎么做都好吃[喜欢][喜欢][喜欢][爱心],1,0
阿默罗嘿,保密,2020-06-03 21:28:17,[热词系列_爱了爱了],0,0
__柠檬酸不酸,保密,2020-06-03 21:28:17,[doge][doge],0,0
字典教皇,保密,2020-06-03 21:28:15,来啦,0,0
梨花未盛开i,保密,2020-06-03 21:28:15,虽在人间，胜似仙境，好美(✪▽✪),1,0
一个稳健的中单,保密,2020-06-03 21:28:14,来的早不如来得巧[热词系列_可以],0,0
潔-语,保密,2020-06-03 21:28:14,来啦，微博看一遍，b站再看一遍‎|•&#39;-&#39;•)و✧,1,0
饭锅の爆炸,保密,2020-06-03 21:28:14,李子柒是我眼中最能代表女子力量的中国现代女性之一，所有的事情都能证明i can ，而不是微博那种田园女权一边喊口号，一边搞双标。加油，谁说女子不如男[爱心],49,5
kissluckily,保密,2020-06-03 21:28:14,呀西，我来啦,0,0
开开心心发大财_十三,保密,2020-06-03 21:28:13,笔战审核也太久了,0,0
一大爪子,女,2020-06-03 21:28:12,我真的好爱好爱吃土豆！！！,0,0
King-of-poop,男,2020-06-03 21:28:11,不懂！,0,0
只想当个亲妈粉,保密,2020-06-03 21:28:10,头一次赶上热烫的更新，好前面哦,0,0
狐狸酸酸,女,2020-06-03 21:28:09,哦哦，来了,0,0
啵西的崽儿,女,2020-06-03 21:28:08,前前前，头一次怎么前[doge],0,0
逗逗变兜兜,保密,2020-06-03 21:28:08,分分钟热搜，厉害了,0,0
黄老弟豪爽豪爽,男,2020-06-03 21:28:07,刚在微博刷到没看，来这刚好更新,0,0
メiao丶一訞,保密,2020-06-03 21:28:06,[OK],0,0
栎珞xy,保密,2020-06-03 21:28:05,前排！！！！,0,0
噗通噗通好少年,男,2020-06-03 21:28:05,前排,0,0
草莓味的王夹心儿,保密,2020-06-03 21:28:05,我要上热评可不可以[doge],1,0
27717717426_bili,保密,2020-06-03 21:28:05,发芽的马铃薯有毒[微笑][奸笑][doge],0,0
木兮的小春,男,2020-06-03 21:28:03,"点赞（1/1）（完成）
投币（2/2）（完成）
收藏（1/1）（完成）
置顶（0/1）（待完成）
UP主觉得很赞（0/1）（待完成）",1,0
大咸鱼寞夙,保密,2020-06-03 21:28:03,好棒！！,1,0
VFine音乐,女,2020-06-03 21:28:03,视频14：36秒开始的音乐为VFine音乐发行计划#VFine乐刊#首张专辑《花影调》中的曲目《花灯节》。给非常尊重音乐版权的@李子柒 姐姐点一百个赞。想知道子柒视频中还用了哪些好听的音乐，敬请关注帆酱啦~[爱心],2319,117
肖肖的西奥,保密,2020-06-03 21:28:02,新鲜的！！！,0,0
悠嶙光,保密,2020-06-03 21:28:02,[tv_斜眼笑],0,0
Yuan_r5,保密,2020-06-03 21:28:01,"我觉得没有人不爱吃土豆的吧！
一颗土豆大卸八块埋土里等啊等，
每一块都能结出好多好多小土豆！
每颗小土豆又能做成土豆烧排骨，酸辣土豆粉，土豆泥、土豆薯片…等等等等……
你的家乡还有没啥地道的土豆吃法啊？",0,0
桃清柠,女,2020-06-03 21:28:01,评论还不多，杀进来,1,0
没有人比我更懂爱中国,保密,2020-06-03 21:28:00,一谈起土豆就想起马特达蒙，没有人比我更懂土豆[doge][doge][doge],16,1
万青r,男,2020-06-03 21:27:59,土豆我就见过黄色的[doge],12,2
Four丶Looking,保密,2020-06-03 21:27:59,[热词系列_吹爆],0,0
隔壁老王Libby,保密,2020-06-03 21:27:58,好棒呀姐姐！,1,0
novalue,保密,2020-06-03 21:27:58,卧槽，来这么早想不到骚话！！！！,0,0
X-EBR,男,2020-06-03 21:27:57,又可以在子柒的视频里暂时安闲一会了，体验不属于自己的安宁[鼓掌],0,0
bili_99396006536,保密,2020-06-03 21:27:57,羡慕[热词系列_爱了爱了],0,0
闭眼听风等雨,男,2020-06-03 21:27:56,ฅᰩ[doge]᭄ฅ我想上去,1,0
浮生尽-,女,2020-06-03 21:27:56,吧唧吧唧！,0,0
巴啦啦能量-24,保密,2020-06-03 21:27:55,爸，下，懂？,1,0
银灰是我得不到的男人,保密,2020-06-03 21:27:54,哦豁，来了来了,0,0
咩噜咩噜喵,保密,2020-06-03 21:27:53,超喜欢土豆[打call],0,0
住宿大人,男,2020-06-03 21:27:53,我来了[热词系列_知识增加],0,0
小新欧尼呦,女,2020-06-03 21:27:50,"土豆,属茄科，一年生草本植物，块茎可供食用，是全球第四大重要的粮食作物，仅次于小麦、稻谷和玉米。与小麦、稻谷、玉米、高粱并称为世界五大作物。马铃薯块茎含有大量的淀粉，能为人体提供丰富的热量，且富含蛋白质、氨基酸及多种维生素、矿物质，尤其是其维生素含量是所有粮食作物中最全的
来自百度百科",0,0
棉花种植园_园主,男,2020-06-03 21:27:50,洋芋艿,0,0
你是我不是谁,保密,2020-06-03 21:27:49,"第一次这么早，说些啥呢……
子柒仙女618准备买啥？[热词系列_递话筒]",0,0
我还能改111次名字,保密,2020-06-03 21:27:49,本土豆爱好者来啦！,1,0
山雨看江雪,女,2020-06-03 21:27:48,这么早！！,1,0
lss的账号,保密,2020-06-03 21:27:48,[热词系列_知识增加],0,0
三二八佳人,保密,2020-06-03 21:27:47,太热乎而想不出骚话，也是种无敌的忧伤[无语],0,0
巴拉巴拉草莓派,女,2020-06-03 21:27:47,来了来了来了[tv_抓狂][tv_抓狂],0,0
大头打大头的头,保密,2020-06-03 21:27:47,能把我挤上去吗，第一次这么前[微笑],0,0
左心房的微动,保密,2020-06-03 21:27:46,前排,0,0
致谷神明灵无所得,男,2020-06-03 21:27:46,"其实挺好奇一件事的：柒姐每次同时做那么多菜会不会偶尔出现一两道菜烧糊的情况呀[doge][doge][doge]
我在家里经常干这事[抠鼻]",0,0
乱世程晴,男,2020-06-03 21:27:44,才从微博看了过来[呲牙],0,0
tura1,女,2020-06-03 21:27:43,我好想在上面呜呜呜呜,4,1
酱玺ww,保密,2020-06-03 21:27:42,前排,1,0
44342636094_bili,男,2020-06-03 21:27:40,眼睁睁看着评论一秒一变往上涨,0,0
鬼面戒,保密,2020-06-03 21:27:40,突如其来的幸福[星星眼][星星眼][星星眼],0,0
有那么一个夏天,男,2020-06-03 21:27:39,先赞了收藏，再慢慢看,0,0
透透小天使O-O,保密,2020-06-03 21:27:39,[热词系列_知识增加],0,0
要水鸽,保密,2020-06-03 21:27:39,[热词系列_递话筒][热词系列_咕咕][热词系列_妙啊],0,0
Uli阿姨,女,2020-06-03 21:27:38,[热词系列_神仙UP],0,0
muhuck,保密,2020-06-03 21:27:37,我b没了,0,0
大姐姐家的小奶狼嗷,保密,2020-06-03 21:27:37,第一次这么早[热词系列_知识增加],1,0
啊啊啊啊啊啊没钱,保密,2020-06-03 21:27:34,[热词系列_吹爆],0,0
有书则长无书则短,保密,2020-06-03 21:27:34,沙发,1,0
故方a,男,2020-06-03 21:27:33,土豆为什么需要粘上灰来种呢,1,2
lydiatouch,男,2020-06-03 21:27:33,哇哦,0,0
XX开心点,男,2020-06-03 21:27:33,"[热词系列_三连]
　 ＼＼
　　 ＼[热词系列_知识增加]
　　　 &gt;　⌒ヽ
　　　/ 　 へ＼
　　 /　　/　＼＼
　　 ﾚ　ノ　　 ヽ_つ
　　/　/
　 /　/|
　(　(ヽ
　|　|、＼
　| 丿 ＼ ⌒)
　| |　　) /
&#39;ノ )　　Lﾉ",1,0
叽里咕噜迷迷糊,男,2020-06-03 21:27:32,啥也别说了，先评论[doge],0,0
一直奶糖鹅,保密,2020-06-03 21:27:32,[热词系列_知识增加],0,0
三杯姬Dysis,保密,2020-06-03 21:27:31,土豆薯片[热词系列_知识增加],1,0
孤舟眠,保密,2020-06-03 21:27:31,来了来了[热词系列_三连],0,0
饶不了情,男,2020-06-03 21:27:30,这次好快，只慢了几个小时。B站再来亿遍[爱心],1,0
波波球2号,男,2020-06-03 21:27:30,很喜欢土豆，但是不喜欢吃脆土豆丝,1,0
药水哥y,男,2020-06-03 21:27:28,艺术天才！,66,13
苜蓿子子子子子子,保密,2020-06-03 21:27:28,土豆真的是一种永远都吃不腻的食物呢~,1,0
方向和明月,女,2020-06-03 21:27:28,白色的小花叫什么名字？好想知道。,1,0
口袋虎,保密,2020-06-03 21:27:26,看完你，我就去推特看大片，特意买了一个月的全局加速器，，真刺激,1,0
十井ciao,女,2020-06-03 21:27:26,呀！土豆[惊喜],0,0
极星道,男,2020-06-03 21:27:26,子柒的气质真的太棒啦！,0,0
吧咘吧咘萝卜,保密,2020-06-03 21:27:25,来晚了来晚了,0,0
也许你喜欢浅灰色,男,2020-06-03 21:27:25,[热词系列_泪目],0,0
乘小零,女,2020-06-03 21:27:25,来啦,0,0
放游志乎云中,女,2020-06-03 21:27:25,柒柒我来了,4,0
bakuo,保密,2020-06-03 21:27:24,来了！微博看到就马上来b站,0,0
永生磊落,保密,2020-06-03 21:27:23,这特么的也太好看了,0,0
Tw_O,保密,2020-06-03 21:27:22,危 育碧 危,2,0
ItzRixray,男,2020-06-03 21:27:22,育碧的花样吃法[热词系列_知识增加][热词系列_知识增加][热词系列_知识增加],1,0
与鑫生,女,2020-06-03 21:27:21,[热词系列_吹爆][热词系列_三连][热词系列_你币有了],0,0
藕花深处清如许,保密,2020-06-03 21:27:20,再看一遍，先在wb,0,0
发麻麻的乖宝贝,保密,2020-06-03 21:27:19,那天晚上，我喝醉了，我躺在床上发酒疯，嘴里嚷嚷着:“我要娶桥本环奈！”这时，一个女子走了过来，轻轻地为我盖上了被子，看着我的脸温柔地对我说:“怎么？娶了我李子柒委屈你了？”,1,1
鱼豆腐好吃c,保密,2020-06-03 21:27:18,"我觉得没有人不爱吃土豆的吧！
一颗土豆大卸八块埋土里等啊等，
每一块都能结出好多好多小土豆！
每颗小土豆又能做成土豆烧排骨，酸辣土豆粉，土豆泥、土豆薯片…等等等等……
你的家乡还有没啥地道的土豆吃法啊？",0,0
水瓶_,男,2020-06-03 21:27:18,[热词系列_爱了爱了],0,0
吃个披萨,保密,2020-06-03 21:27:16,"[热词系列_吹爆]
[热词系列_AWSL]
[热词系列_猛男必看]
[热词系列_爱了爱了]
[热词系列_打卡]
[热词系列_妙啊]
[热词系列_三连]
[热词系列_有生之年]",1,0
一只小透明owo,女,2020-06-03 21:27:16,最喜欢吃土豆泥~,1,0
twisstz,保密,2020-06-03 21:27:16,我今天才发现，李子柒油管粉丝是b站两倍[热词系列_知识增加][热词系列_泪目][热词系列_保护],1,0
一颗脆冬枣,保密,2020-06-03 21:27:16,来了来了，今天也是羡慕子柒巧手的一天[酸了],0,0
怂巴巴的脚,保密,2020-06-03 21:27:16,[热词系列_三连],0,0
正版清明1031,保密,2020-06-03 21:27:14,土豆真的太绝了，咋做都好吃！！,0,0
三二八佳人,保密,2020-06-03 21:27:14,天哪，这也太快了，第一次赶上那么热乎的,0,0
-经年的酒-,女,2020-06-03 21:27:14,只要来得热，早子都能上傻评[doge][doge],1,0
堕天地狱瘦,保密,2020-06-03 21:27:13,热乎的[呲牙][呲牙],0,0
苏璟曦的陈同学,女,2020-06-03 21:27:13,两分钟前，[热词系列_知识增加],0,0
阿森纳赢球了吗,保密,2020-06-03 21:27:12,来了来了,0,0
寄尘雨,保密,2020-06-03 21:27:12,前排,0,0
小糕团团,女,2020-06-03 21:27:12,两分钟前！！！,0,0
手捧橘喵,男,2020-06-03 21:27:11,姐姐更新永远给我惊喜,2,0
自习女孩十一呀,女,2020-06-03 21:27:11,前排,0,0
薄荷初夏ssta,保密,2020-06-03 21:27:10,[热词系列_知识增加],0,0
宋茜是底线,女,2020-06-03 21:27:10,超爱的土豆啊 最后真的泪目 想念土豆丝,0,0
青稚之,保密,2020-06-03 21:27:09,6,0,0
啪啦啪啦噜啦,保密,2020-06-03 21:27:08,呀，爱吃土豆的集合啦！,1,0
许yuan石,保密,2020-06-03 21:27:07,热乎的,0,0
银她妈永不完结,男,2020-06-03 21:27:07,今天刚吃的土豆[热词系列_知识增加],0,0
微冷sky,男,2020-06-03 21:27:06,B站审核太慢了，微博很早就可以看了,0,0
面粉馅的包包,保密,2020-06-03 21:27:06,好香好香好香我闻到了薯条了,0,0
Eason-杨,男,2020-06-03 21:27:06,[热词系列_爷关更],1,0
两仪由轴,男,2020-06-03 21:27:05,1分钟248评论[热词系列_可以],0,0
玲珑塔塔酱,保密,2020-06-03 21:27:05,超喜欢吃土豆！,1,0
山林道的愚猫,保密,2020-06-03 21:27:05,这土豆就很洋芋,0,0
-lucky瑶-,女,2020-06-03 21:27:04,[妙啊][妙啊][妙啊]土豆（一种植物）好吃,1,0
会有喵喵咪的,保密,2020-06-03 21:27:04,求审核君快一点，每次都被微博抢先[热词系列_知识增加],2,0
罗德岛的白兔子丶,保密,2020-06-03 21:27:04,不会有人不爱吃土豆吧，不会吧不会吧？[滑稽],0,0
